tenure,avgmonthlyspend,MonthlyCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,gender,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Partner,TechSupport_Yes,OnlineBackup_Yes,SeniorCitizen,DeviceProtection_Yes,Churn
24,52.794,55.15,0,0,1,0,0,0,1,1,1,0,0,0,0
5,38.233333333333334,50.95,0,0,0,0,1,0,0,0,0,1,0,0,0
5,61.708333333333336,64.0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,34.55,69.1,1,0,0,0,1,0,0,1,0,0,0,0,1
72,78.27671232876712,80.2,0,1,0,0,0,0,1,1,1,1,0,1,0
24,49.33,49.3,0,0,0,0,1,0,0,0,0,0,0,1,0
42,83.06046511627906,84.35,0,1,0,0,0,0,1,1,1,0,0,1,0
4,16.66,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0
68,116.46304347826087,117.2,1,0,0,1,1,1,1,0,1,1,0,1,0
33,17.041176470588233,20.1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,34.8,69.6,1,0,1,0,1,0,0,0,0,0,1,0,1
31,95.8265625,103.45,1,0,1,1,1,1,0,0,0,1,0,1,1
4,61.11,77.95,1,0,0,0,0,0,0,0,0,1,0,0,1
69,109.06071428571428,109.95,1,1,1,1,1,0,0,1,1,1,1,1,0
38,93.66666666666667,94.75,1,0,1,1,0,0,0,0,0,0,1,0,0
3,60.325,80.0,1,0,1,0,1,0,0,1,1,1,0,0,0
48,78.9857142857143,79.65,0,1,1,0,0,0,0,1,1,1,0,0,0
15,24.24375,25.2,0,1,0,0,0,0,0,1,0,0,0,0,0
25,20.28846153846154,19.9,0,0,0,0,0,1,0,0,0,0,0,0,0
1,39.225,78.45,1,0,1,0,0,0,0,0,0,0,1,0,1
48,42.95,44.8,0,0,1,0,1,0,1,0,0,1,0,0,0
1,10.15,20.3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,9.6,19.2,0,0,1,1,0,0,0,0,0,0,0,0,0
37,79.45,80.05,1,0,1,0,0,1,0,0,0,1,0,1,0
66,105.25298507462686,107.35,1,0,0,1,1,1,0,1,1,1,1,1,0
26,44.092592592592595,47.85,0,0,0,0,0,1,1,1,0,1,0,1,0
63,69.5125,70.8,0,0,0,1,0,1,1,1,1,1,0,0,0
10,23.204545454545453,29.5,0,0,0,1,0,0,0,0,0,0,0,1,1
2,48.96666666666667,70.75,0,0,1,0,1,0,1,0,0,0,0,0,1
18,53.21315789473684,59.1,0,0,0,1,1,0,1,1,0,0,1,0,0
64,26.383846153846154,25.55,0,1,0,0,0,0,0,1,0,0,0,0,0
9,76.25,84.45,1,0,1,0,1,0,0,0,0,0,1,0,1
28,18.46034482758621,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.775,75.55,1,0,1,0,0,0,0,0,0,0,0,1,0
4,67.78,85.65,1,0,1,1,1,0,0,0,0,0,0,0,1
38,64.03461538461538,70.15,0,0,0,1,1,1,0,0,1,1,1,1,1
66,93.63283582089552,95.3,1,0,1,1,0,1,0,1,0,1,0,1,0
1,35.125,70.25,1,0,1,0,1,0,0,0,0,0,0,0,0
18,47.828947368421055,50.3,0,0,0,0,1,0,0,1,1,0,0,0,0
51,94.48653846153846,97.8,1,0,1,1,1,0,0,0,0,0,1,1,1
0,61.070386904761904,19.85,0,1,0,1,0,0,0,1,0,0,0,0,0
1,23.15,46.3,0,0,0,1,0,0,0,0,0,0,0,0,1
12,16.33076923076923,19.35,0,1,0,1,0,0,0,0,0,0,0,0,0
41,105.79642857142856,106.3,1,0,1,0,1,0,0,0,0,1,0,1,1
12,24.323076923076922,25.0,0,0,1,1,0,0,0,0,0,0,0,0,0
55,19.26875,20.3,0,1,0,0,0,0,0,1,0,0,0,0,0
7,70.58125,75.35,1,0,1,0,1,0,0,0,0,0,0,0,0
12,84.28076923076924,89.4,1,0,1,0,1,0,0,0,1,0,0,1,1
68,89.30289855072463,88.0,0,1,0,0,0,0,1,1,1,1,0,1,0
5,74.34166666666667,83.15,1,0,0,0,1,0,0,0,0,0,1,0,1
49,42.121,43.8,0,0,0,0,0,0,0,0,0,0,1,0,0
40,61.25731707317074,62.05,0,0,0,1,0,1,1,0,0,1,0,1,0
16,18.741176470588236,20.1,0,0,0,0,0,1,0,0,0,0,0,0,0
10,73.8,74.15,1,0,0,1,1,0,0,0,0,0,0,0,1
72,100.31712328767122,101.35,1,0,1,0,1,1,0,1,0,1,0,1,0
2,62.01666666666667,84.05,1,0,1,0,1,0,0,0,0,0,1,0,0
23,18.916666666666668,20.9,0,1,0,1,0,0,0,1,0,0,0,0,0
71,104.47152777777778,105.9,1,0,1,0,1,1,0,0,0,1,1,1,0
11,88.07916666666667,99.5,1,0,1,0,1,0,0,1,0,0,0,1,1
1,22.075,44.15,0,0,0,1,1,0,0,0,0,0,0,0,1
16,49.067647058823525,53.9,0,0,0,0,1,0,0,0,1,1,0,0,1
1,42.725,85.45,1,0,0,0,1,0,0,0,0,0,0,0,1
12,76.9076923076923,85.05,1,0,0,1,1,0,0,1,0,1,0,0,0
54,43.08545454545454,44.1,0,0,0,0,0,1,1,0,1,0,0,0,0
68,91.27028985507246,90.2,1,1,0,0,0,0,0,1,1,1,0,1,0
4,47.910000000000004,50.85,0,0,0,0,0,0,0,1,0,0,0,0,1
1,29.6,59.2,0,0,1,0,0,0,0,0,0,0,0,1,1
27,52.19464285714286,53.45,0,0,0,1,0,0,1,0,1,0,0,0,0
21,18.927272727272726,19.95,0,0,0,1,1,0,0,0,0,0,0,0,0
13,75.75714285714285,83.2,1,0,1,1,1,0,0,0,0,0,0,1,1
64,74.91307692307693,74.65,0,0,0,0,0,0,0,0,1,1,1,1,0
1,27.45,54.9,0,0,1,0,1,0,1,0,0,1,0,0,1
57,56.30948275862069,57.5,0,1,0,1,1,0,0,1,1,1,0,1,0
21,102.46363636363635,103.9,1,0,1,0,1,0,1,1,0,0,0,1,1
19,17.9075,19.65,0,1,0,1,0,0,0,0,0,0,0,0,0
31,91.86875,93.8,1,0,1,1,1,1,0,1,0,0,0,1,0
52,87.78113207547169,89.25,0,1,0,1,1,0,1,0,1,1,0,1,0
46,93.7968085106383,94.15,1,0,1,0,1,1,0,0,0,1,0,1,0
11,48.4,55.6,0,0,1,0,1,0,1,0,0,0,1,0,0
53,46.2074074074074,48.7,0,0,0,0,1,0,1,1,0,1,0,1,0
11,15.025,19.25,0,0,0,0,1,0,0,1,0,0,0,0,1
57,101.96465517241379,104.9,1,0,0,1,1,0,0,0,1,1,1,0,0
2,52.800000000000004,75.45,1,0,0,0,1,0,0,0,0,0,1,0,1
2,34.733333333333334,54.85,0,0,0,0,0,0,1,0,0,1,1,0,1
71,19.296527777777776,19.9,0,1,0,0,0,0,0,1,0,0,0,0,0
1,9.7,19.4,0,0,0,0,1,0,0,1,0,0,0,0,0
68,23.61159420289855,25.05,0,1,0,1,0,0,0,1,0,0,0,0,0
72,82.64520547945206,84.45,0,1,0,1,0,0,1,1,1,1,0,1,0
2,14.799999999999999,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47.55,95.1,1,0,1,1,1,0,0,1,0,0,1,0,1
41,79.06547619047619,79.85,0,0,0,0,1,1,1,0,1,0,0,1,0
72,25.584931506849315,25.55,0,1,0,1,0,0,0,1,0,0,0,0,0
6,62.57142857142857,75.5,1,0,1,1,1,0,0,1,0,0,0,0,1
4,65.09,73.75,1,0,1,0,1,0,0,1,0,0,0,1,1
12,88.3153846153846,96.05,1,0,1,1,1,0,0,0,0,0,0,0,1
58,67.32627118644068,68.4,0,0,1,0,1,1,1,1,1,0,0,0,0
7,19.4875,20.65,0,0,0,0,0,0,0,0,0,0,0,0,0
65,55.65378787878788,55.15,0,0,0,0,1,0,1,1,0,0,0,1,0
1,35.3,70.6,1,0,0,1,1,0,0,0,0,0,0,0,0
56,19.767543859649123,19.95,0,0,0,1,0,1,0,1,0,0,0,0,0
4,14.690000000000001,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,40.89915254237288,44.1,0,0,0,0,1,1,0,1,0,0,0,0,0
62,109.72539682539683,107.6,1,1,0,1,1,0,0,1,1,0,0,1,0
26,58.59074074074074,61.55,0,0,1,1,0,1,1,0,0,1,0,0,0
62,88.67380952380952,90.7,1,0,0,1,0,0,1,0,0,1,0,1,0
58,99.0957627118644,99.25,1,0,0,0,0,1,1,1,0,1,0,0,0
68,93.11159420289854,91.7,0,1,1,0,1,0,1,1,1,1,0,1,0
61,97.07499999999999,100.7,1,0,0,0,1,1,1,1,0,1,0,1,0
42,78.45116279069768,78.45,0,1,0,0,1,0,0,0,1,0,0,1,0
18,80.9421052631579,84.3,1,0,0,1,0,0,0,0,0,0,0,0,0
56,18.95701754385965,19.55,0,1,0,0,1,0,0,0,0,0,0,0,0
4,71.03999999999999,88.95,1,0,1,0,1,0,0,0,0,1,0,0,1
4,16.57,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0
35,56.0125,55.6,0,0,0,0,0,1,1,0,0,1,0,0,0
64,81.95769230769231,86.8,1,0,0,0,1,0,1,1,1,0,0,0,0
31,21.3515625,20.95,0,0,0,0,0,1,0,0,0,0,0,0,0
67,18.574264705882353,20.05,0,1,0,0,1,0,0,1,0,0,1,0,0
4,30.26,50.7,0,0,0,0,0,0,0,0,0,1,0,0,1
70,108.65704225352113,113.65,1,1,1,0,1,0,1,1,1,1,1,1,0
3,47.175,53.4,0,0,0,1,0,0,0,0,0,0,0,0,1
53,102.76666666666667,101.9,1,0,1,1,1,0,0,1,0,1,1,0,1
2,43.5,59.5,0,1,0,1,0,0,1,1,1,1,0,0,0
29,87.39166666666667,87.8,1,0,0,0,1,0,0,1,0,0,0,0,0
47,39.067708333333336,41.9,0,1,0,0,0,0,1,0,1,0,0,1,0
68,82.40289855072464,83.0,1,0,1,0,1,1,0,1,0,0,0,0,1
12,64.42307692307692,69.85,0,0,0,1,1,0,1,0,0,0,0,0,0
8,44.611111111111114,56.3,0,0,0,0,0,0,0,1,1,1,0,0,0
54,111.25363636363636,109.55,1,0,1,1,0,0,1,1,0,1,0,1,0
69,92.58428571428571,92.15,1,1,0,1,1,0,0,1,1,1,0,0,0
26,66.66851851851851,69.5,0,0,0,0,1,0,1,0,0,1,0,0,0
72,97.31780821917808,97.0,1,1,0,0,1,0,1,1,1,1,0,1,0
70,59.355633802816904,58.35,0,1,0,0,1,0,1,0,1,0,0,1,0
1,25.3,50.6,0,0,0,1,0,0,1,0,0,0,0,0,1
10,78.46363636363637,89.5,1,0,1,1,1,0,0,0,0,0,0,0,1
28,68.69655172413793,70.4,1,0,0,0,1,1,0,1,0,0,0,0,0
1,34.9,69.8,1,0,1,1,1,0,0,0,0,0,0,0,1
21,88.56136363636364,94.3,1,0,1,0,1,0,0,1,0,0,0,0,0
51,91.36442307692307,93.8,1,0,0,1,1,0,1,1,0,0,1,1,1
53,18.664814814814815,19.55,0,0,0,0,0,1,0,1,0,0,0,0,0
53,93.27592592592592,95.95,1,0,1,1,0,1,1,0,0,1,0,1,0
24,95.67200000000001,101.05,1,0,1,1,1,0,0,1,0,0,0,1,1
70,96.60633802816902,94.8,0,1,0,0,1,0,1,1,1,1,0,1,0
61,105.19193548387096,107.75,1,0,1,1,1,1,1,0,0,1,0,1,0
11,51.487500000000004,54.6,0,0,0,0,1,1,1,0,1,0,0,0,0
2,52.583333333333336,71.3,1,0,0,1,1,0,0,0,0,0,0,0,0
25,19.857692307692307,19.5,0,0,0,1,1,1,0,0,0,0,0,0,0
41,56.285714285714285,56.3,0,0,0,0,1,1,0,0,0,1,0,0,0
18,88.83947368421053,94.7,1,0,1,1,1,0,0,1,0,0,0,0,1
72,105.34178082191781,104.15,1,1,0,1,1,0,0,1,0,1,1,1,1
71,86.65347222222222,90.55,0,1,0,0,1,0,1,1,1,1,0,1,0
34,58.34428571428571,60.8,0,0,0,0,1,1,1,1,0,1,0,1,0
29,93.57,98.8,1,0,0,1,1,0,0,0,1,0,0,1,0
40,100.40975609756099,98.15,1,0,0,1,1,1,1,1,1,1,1,1,0
36,35.62027027027027,35.35,0,0,0,1,0,1,1,1,0,0,0,1,0
46,97.75851063829786,103.15,1,0,1,0,1,1,0,1,1,1,0,0,0
58,107.33474576271186,107.75,1,0,1,0,1,1,1,0,0,1,0,1,0
39,80.34375,81.4,1,0,0,1,0,1,0,0,0,1,0,0,0
4,45.910000000000004,61.45,0,0,0,1,0,0,0,1,1,0,0,0,1
52,93.88962264150943,95.7,1,0,0,0,1,1,0,1,0,1,0,1,0
70,102.94295774647887,104.8,1,0,1,1,1,1,0,1,0,1,1,1,0
65,69.01818181818182,70.95,1,0,0,1,1,1,0,1,0,0,1,0,0
1,22.475,44.95,0,0,0,1,1,0,0,0,0,0,0,0,0
70,98.34507042253522,97.65,1,0,1,0,1,1,0,1,0,0,0,1,0
29,34.17166666666667,35.65,0,0,0,0,1,0,0,1,0,1,1,1,0
1,45.275,90.55,1,0,1,1,1,0,0,0,0,0,0,0,1
67,84.03235294117647,85.25,0,1,0,0,1,0,1,0,1,0,0,1,0
1,9.75,19.5,0,0,0,0,1,0,0,0,0,0,0,0,0
26,84.23518518518519,88.8,1,0,0,0,1,0,0,0,0,0,0,0,1
30,25.469354838709677,25.1,0,1,0,0,1,0,0,1,0,0,0,0,0
48,98.65306122448979,100.05,1,0,0,0,1,0,0,1,1,0,0,1,0
55,55.925000000000004,55.7,0,0,1,0,0,0,1,1,0,1,0,0,0
7,75.31875,85.2,1,0,0,1,1,0,0,0,0,0,0,0,1
37,88.66447368421052,91.15,1,0,1,1,1,0,1,0,0,0,0,0,0
31,83.5671875,83.85,1,0,0,0,1,0,0,1,0,1,0,0,0
4,39.95,45.9,0,0,1,1,1,0,0,0,0,0,0,0,0
72,24.53150684931507,25.1,0,1,0,1,1,0,0,1,0,0,0,0,0
5,74.95833333333333,91.4,1,0,1,1,1,0,0,0,0,0,1,0,1
1,9.85,19.7,0,0,0,1,0,0,0,1,0,0,0,0,0
15,87.51875,91.5,1,0,1,0,1,0,0,0,0,0,1,0,0
8,45.733333333333334,51.3,0,0,0,1,1,0,1,1,0,0,0,0,0
35,20.583333333333332,21.1,0,0,0,0,0,1,0,0,0,0,0,0,0
56,102.47982456140352,104.75,1,0,1,0,0,0,0,0,0,1,1,1,0
42,104.94651162790697,106.15,1,0,0,1,1,0,0,1,1,0,0,1,1
65,86.18863636363636,85.75,1,0,1,1,1,0,1,1,0,1,1,0,0
2,10.633333333333333,20.3,0,0,0,0,0,1,0,1,0,0,0,0,0
65,101.1310606060606,100.75,1,0,1,1,1,1,1,1,0,0,1,0,0
18,70.82894736842105,74.15,1,0,1,0,1,0,0,0,0,0,0,0,0
23,76.79375,78.55,0,0,1,0,1,1,1,0,0,0,0,1,0
4,39.39,45.3,0,0,0,0,1,0,0,0,0,0,0,0,1
70,20.194366197183097,19.85,0,1,0,1,0,0,0,1,0,0,0,0,0
4,42.910000000000004,50.7,0,0,1,0,0,0,0,0,0,0,0,0,0
19,43.292500000000004,45.0,0,0,0,1,1,0,0,0,0,0,0,0,0
18,71.50526315789473,77.8,1,0,1,0,0,0,0,0,0,1,0,1,0
38,80.69615384615385,83.45,1,0,1,0,1,0,1,1,0,0,1,0,0
2,43.68333333333334,73.25,1,0,0,1,1,0,0,0,0,0,0,0,1
47,94.496875,94.8,1,0,0,1,0,1,1,0,0,1,0,0,0
52,20.35377358490566,20.1,0,1,0,0,0,0,0,1,0,0,0,0,0
9,54.239999999999995,59.9,0,0,0,1,0,0,0,0,0,0,0,0,0
26,85.65,90.1,0,0,0,0,1,1,1,1,1,1,0,1,0
8,46.11666666666667,51.05,0,0,1,1,1,0,0,1,0,0,0,1,1
44,72.23222222222222,70.95,0,0,1,1,1,1,0,1,1,1,0,1,0
3,24.625,29.2,0,0,0,0,0,0,0,0,0,1,0,0,0
2,29.3,46.6,0,0,0,1,1,0,0,0,0,0,0,0,0
9,75.465,85.35,1,0,0,0,1,0,0,1,0,0,0,0,1
1,37.675,75.35,1,0,1,1,1,0,0,0,0,0,1,0,1
25,75.08653846153847,74.3,1,0,0,1,0,0,1,0,0,0,0,0,0
2,51.26666666666667,69.3,1,0,1,0,1,0,0,1,0,0,1,0,0
43,72.69545454545454,75.2,1,0,1,1,1,0,1,0,0,0,0,0,1
1,10.45,20.9,0,0,0,0,0,0,0,0,0,0,0,0,1
58,95.08728813559321,94.3,1,0,1,0,1,1,0,1,0,1,0,1,0
59,75.325,76.45,0,1,0,0,1,0,1,1,1,0,0,1,0
44,54.227777777777774,54.0,0,0,1,1,1,1,1,0,0,0,0,1,0
66,102.39701492537314,104.25,1,0,1,1,1,1,0,0,1,1,0,0,0
68,19.96666666666667,19.95,0,1,0,1,0,0,0,1,0,0,0,0,0
9,19.025,24.95,0,0,1,1,1,0,0,0,0,0,0,0,0
19,82.5975,84.75,1,0,1,1,1,0,1,0,0,0,0,1,0
4,15.66,19.75,0,0,0,1,0,0,0,0,0,0,0,0,0
70,111.82042253521126,113.65,1,1,0,0,1,0,1,0,1,1,0,1,0
1,22.45,44.9,0,0,0,1,1,0,0,0,0,0,0,0,0
8,64.07777777777778,75.25,1,0,1,0,1,0,0,0,0,0,0,0,0
53,23.685185185185187,24.6,0,1,0,1,0,0,0,0,0,0,0,0,0
51,24.24423076923077,25.0,0,0,0,1,0,1,0,0,0,0,1,0,0
11,22.27916666666667,20.95,0,0,0,1,0,0,0,1,0,0,0,0,0
60,107.98114754098361,110.6,1,1,1,1,1,0,1,1,1,0,0,1,0
17,51.89722222222222,55.5,0,0,0,1,1,0,1,0,0,1,0,0,0
3,30.9125,43.3,0,0,1,1,1,0,0,0,0,0,0,0,1
70,106.1218309859155,109.5,1,0,0,1,1,1,1,1,1,1,0,1,1
1,9.725,19.45,0,0,0,1,0,0,0,0,0,0,0,0,0
43,82.85454545454546,84.85,1,0,1,1,1,0,0,0,0,0,1,0,0
16,18.49705882352941,19.6,0,0,0,0,0,0,0,1,0,0,0,0,0
57,52.63793103448276,53.45,0,0,1,0,0,1,1,1,0,1,0,0,0
37,17.817105263157895,19.8,0,0,0,1,0,1,0,1,0,0,0,0,0
72,109.12260273972602,112.1,1,1,0,0,0,0,1,1,1,1,0,1,0
11,75.57083333333334,84.8,1,0,0,0,1,0,0,0,0,0,1,0,1
50,95.85686274509804,95.05,1,0,1,0,1,0,0,1,0,1,1,1,1
5,39.541666666666664,50.35,0,0,1,1,0,0,0,0,0,0,1,1,1
1,37.3,74.6,1,0,0,1,1,0,0,1,0,0,0,0,1
16,20.141176470588235,19.7,0,0,0,1,1,0,0,0,0,0,0,0,1
2,46.699999999999996,74.2,1,0,1,1,1,0,0,1,0,0,1,1,0
17,61.55555555555556,69.0,0,0,0,0,1,0,0,0,1,0,0,1,0
16,17.38529411764706,19.35,0,0,0,0,0,1,0,0,0,0,0,0,0
15,55.790625,59.45,0,0,1,0,1,0,0,0,0,0,0,1,1
10,18.022727272727273,19.8,0,0,0,0,1,1,0,0,0,0,0,0,0
46,102.61382978723405,105.2,1,0,0,0,1,1,1,0,1,1,0,0,1
64,103.71,109.2,1,1,0,1,1,0,0,1,1,1,0,1,0
1,39.575,79.15,1,0,0,0,1,0,0,0,0,1,0,0,0
25,52.13269230769231,53.65,0,0,0,1,0,1,0,1,0,1,0,1,0
71,100.125,100.2,1,1,0,1,0,0,1,1,1,1,0,1,0
8,48.71111111111111,45.15,0,0,0,1,1,0,0,0,0,0,0,0,1
72,105.84041095890412,108.65,1,1,0,0,1,0,1,1,1,1,0,1,0
49,41.415,40.65,0,0,0,0,0,0,1,1,0,0,0,0,0
29,54.565000000000005,55.35,0,0,0,1,1,1,1,1,1,1,0,1,0
72,103.85616438356165,105.6,1,1,0,1,0,0,1,1,1,1,0,1,0
31,94.359375,93.8,1,0,1,1,0,0,0,1,0,1,0,1,1
50,92.74019607843137,95.7,1,0,1,0,1,0,0,0,0,0,0,0,0
71,85.08472222222223,83.2,0,1,1,1,0,0,1,1,1,0,0,1,0
70,89.20281690140844,90.05,0,1,0,1,0,0,1,1,1,1,1,1,0
71,92.88680555555555,97.65,1,0,0,1,0,1,1,0,1,0,0,0,0
61,67.06854838709677,68.05,0,1,0,1,1,0,1,1,1,1,0,1,0
32,96.46666666666667,96.2,1,0,1,1,1,0,0,0,1,0,0,0,1
1,39.8,79.6,1,0,1,0,1,0,0,0,0,0,0,0,1
68,103.61376811594204,102.1,1,1,0,1,1,0,1,0,0,1,0,1,0
62,22.692857142857143,23.4,0,1,0,1,0,0,0,0,0,0,0,0,0
7,59.08125,71.05,1,0,1,0,1,0,0,0,0,0,0,0,0
20,82.5952380952381,85.25,1,0,1,1,1,0,0,0,0,0,0,0,1
6,16.214285714285715,19.45,0,0,0,1,0,1,0,1,0,0,0,0,0
33,55.43088235294118,59.45,0,0,0,0,1,0,1,0,0,1,1,1,0
28,88.55689655172414,92.2,1,0,0,1,0,1,0,1,0,0,0,0,0
27,16.785714285714285,19.85,0,1,0,1,0,0,0,0,0,0,0,0,0
7,34.8,43.9,0,0,0,1,0,0,0,0,0,0,0,0,0
26,77.36296296296297,80.5,1,0,1,1,1,0,0,0,1,0,0,0,1
5,83.76666666666667,89.8,1,0,1,1,1,0,0,0,0,1,1,0,1
30,83.73709677419355,90.5,1,0,0,1,1,0,1,0,0,0,1,0,0
63,91.0234375,90.45,1,0,0,1,0,1,0,0,0,1,0,0,0
1,25.375,50.75,0,0,1,1,1,0,0,0,0,1,0,0,1
53,82.40277777777777,84.6,0,0,1,0,1,1,0,0,1,1,0,1,0
14,80.55666666666666,89.65,1,0,0,0,1,0,0,1,1,1,0,0,1
21,88.92727272727274,99.15,1,0,0,0,1,0,0,0,1,1,0,0,0
17,17.255555555555556,19.95,0,0,0,1,0,1,0,0,0,0,0,0,0
16,17.091176470588238,20.5,0,1,0,1,0,0,0,1,0,0,0,0,0
35,58.224999999999994,62.1,0,0,1,0,1,0,0,0,0,0,0,1,0
32,80.75757575757575,79.5,1,0,1,0,1,0,0,0,0,0,1,0,0
28,18.75172413793103,19.55,0,0,0,0,1,0,0,1,0,0,0,0,0
1,10.175,20.35,0,0,0,0,1,0,0,0,0,0,0,0,0
59,50.09666666666667,51.7,0,0,1,1,1,0,0,0,1,0,0,0,0
72,22.234931506849318,23.3,0,0,0,0,1,1,0,1,0,0,0,0,0
36,67.52432432432433,65.4,0,0,0,1,1,1,0,0,1,1,0,0,1
40,63.073170731707314,65.1,0,0,0,0,0,0,1,0,0,1,0,0,0
40,80.30000000000001,81.2,1,0,1,1,1,0,0,1,0,0,0,1,0
9,65.14,72.9,0,0,0,0,1,0,0,0,1,0,0,1,1
63,73.03984375,74.5,0,1,0,1,0,0,1,1,1,1,0,1,0
3,58.0875,80.5,1,0,1,0,1,0,0,0,0,0,0,0,0
40,59.71951219512195,60.3,0,0,0,1,0,1,0,1,1,1,0,1,0
8,73.12222222222222,75.0,1,0,0,1,1,0,1,1,0,0,0,0,0
34,89.39428571428572,90.15,1,0,0,1,0,1,1,1,1,0,1,0,0
5,37.24166666666667,40.0,0,0,0,1,0,0,1,0,1,0,0,1,1
9,91.94,99.45,1,0,0,1,1,0,0,0,0,1,1,0,1
9,65.39500000000001,69.05,0,0,0,1,1,0,0,1,0,1,0,1,0
31,57.046875,59.7,0,0,0,1,0,0,0,1,0,0,0,0,0
50,18.492156862745098,19.85,0,0,0,0,1,1,0,1,0,0,0,0,0
2,60.550000000000004,86.25,1,0,1,0,1,0,1,0,1,1,0,0,1
1,22.825,45.65,0,0,1,0,1,0,0,0,0,0,0,0,1
8,61.26111111111111,70.1,1,0,0,1,1,0,0,0,0,0,0,0,1
9,35.94,40.75,0,0,1,0,0,0,0,0,0,1,0,0,0
2,38.65,70.2,1,0,0,0,1,0,0,0,0,0,1,0,1
3,41.3,55.35,0,0,1,0,0,0,1,0,0,1,0,0,1
25,89.93653846153846,95.7,1,0,0,1,1,0,0,1,1,0,0,0,0
1,23.15,46.3,0,0,1,1,0,0,0,0,0,0,1,0,0
45,76.9804347826087,81.3,0,0,0,0,0,0,1,1,1,1,0,1,0
51,79.73173076923078,84.2,1,0,1,1,1,0,0,1,0,1,1,1,1
55,19.415178571428573,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,64.67692307692307,66.15,0,0,0,0,1,0,1,0,0,1,0,1,0
2,27.0,45.85,0,0,0,1,0,0,0,0,0,0,0,0,1
38,18.392307692307693,19.6,0,0,1,1,0,0,0,1,0,0,0,0,0
34,49.54857142857143,49.8,0,0,1,1,1,0,0,0,0,1,0,0,0
70,99.56760563380281,101.75,1,0,1,0,1,1,0,1,0,0,0,1,0
13,53.06428571428571,55.15,0,0,0,0,0,1,1,0,1,0,0,0,0
39,75.44125,75.25,1,0,1,1,0,0,0,0,0,0,0,0,1
61,103.59677419354838,103.95,1,0,1,0,1,1,0,0,0,1,0,1,0
12,89.56153846153846,100.15,1,0,0,0,1,0,0,0,0,0,0,1,1
41,100.48452380952382,99.65,1,1,0,1,1,0,0,0,1,1,0,0,0
21,70.85000000000001,73.7,1,0,1,1,1,0,0,0,0,0,0,0,0
55,48.990178571428565,50.05,0,0,0,1,1,1,0,0,0,0,1,1,0
69,57.93571428571428,60.25,0,1,0,1,0,0,1,1,1,0,0,1,0
26,100.37962962962963,105.75,1,0,1,1,0,0,0,1,0,1,1,1,1
69,86.50785714285715,87.3,1,0,0,0,0,1,1,1,0,1,1,0,0
18,42.66842105263158,48.35,0,0,1,0,1,0,0,1,0,0,1,1,1
47,52.87916666666666,54.25,0,0,1,1,0,0,0,1,0,1,0,0,0
72,83.96164383561644,85.3,0,1,0,0,0,0,1,1,1,1,0,1,0
33,51.495588235294115,50.0,0,0,1,1,1,0,0,1,1,1,1,1,0
2,12.183333333333332,24.4,0,0,0,0,1,0,0,1,0,0,0,0,1
72,91.12945205479451,90.95,0,1,0,0,0,0,1,1,1,1,0,1,0
37,67.77499999999999,72.25,1,0,0,1,1,0,0,1,0,0,1,0,0
62,95.5452380952381,96.1,1,0,0,0,1,0,0,1,0,1,1,1,0
71,19.16111111111111,19.85,0,1,0,0,0,0,0,1,0,0,0,0,0
23,53.50833333333333,55.3,0,0,0,1,1,0,0,0,1,1,0,0,0
16,17.420588235294115,20.1,0,0,0,0,0,1,0,0,0,0,0,0,0
9,65.325,69.5,0,0,0,1,1,0,1,0,1,0,0,1,0
17,22.922222222222224,25.15,0,1,0,1,1,0,0,1,0,0,0,0,0
4,17.1,20.95,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24.775,49.55,0,0,1,0,1,0,1,1,0,0,1,0,1
24,77.148,79.65,1,0,0,0,1,0,0,1,0,0,0,1,0
1,35.625,71.25,1,0,1,0,1,0,0,0,0,0,1,0,0
72,107.47671232876712,113.8,1,1,0,1,0,0,1,0,1,1,1,1,0
72,23.982191780821918,24.55,0,1,1,0,0,0,0,1,0,0,0,0,0
11,18.016666666666666,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17.85,20.25,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.36666666666667,50.15,0,0,0,0,0,0,0,1,0,1,1,0,1
60,98.8360655737705,100.5,1,0,0,0,1,1,0,1,0,0,1,1,0
29,91.50666666666666,95.9,1,0,1,1,1,0,0,1,0,1,1,1,1
49,74.438,74.45,0,1,0,0,1,0,0,0,1,0,0,1,0
30,100.68064516129031,104.1,1,0,1,0,1,0,0,0,0,1,1,1,0
53,18.34166666666667,19.05,0,0,0,0,0,1,0,1,0,0,0,0,0
39,25.10875,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0
9,15.765,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0
39,80.49375,81.9,1,0,1,1,0,1,0,0,1,0,0,1,0
